Produto;Instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO MASTER;R$ 1.149,32;78,54%;R$ 2.052,01;BBB- FITCH;1774 dias;No Vencimento;127,88% CDI;LCI/LCA 108.7% CDI
CDB;BANCO MASTER;R$ 1.177,83;74,96%;R$ 2.060,73;BBB- FITCH;1713 dias;No Vencimento;127,74% CDI;LCI/LCA 108.58% CDI
CDB;BANCO MASTER;R$ 1.232,00;73,19%;R$ 2.133,73;BBB- FITCH;1683 dias;No Vencimento;127,66% CDI;LCI/LCA 108.51% CDI
CDB;BANCO MASTER;R$ 1.239,42;72,32%;R$ 2.135,74;BBB- FITCH;1669 dias;No Vencimento;127,62% CDI;LCI/LCA 108.48% CDI
CDB;BANCO MASTER;R$ 1.241,08;72,14%;R$ 2.136,41;BBB- FITCH;1665 dias;No Vencimento;127,61% CDI;LCI/LCA 108.47% CDI
Debênture;CSN MINERACAO;R$ 995,97;74,95%;R$ 1.742,43;AAA S&P;1715 dias;Vencimento;CDI + 2,95%;LCI/LCA CDI + 2.51%
Debênture;CSN MINERACAO;R$ 995,97;74,95%;R$ 1.742,43;AAA S&P;1715 dias;Vencimento;CDI + 2,95%;LCI/LCA CDI + 2.51%
Debênture;CSN MINERACAO;R$ 995,97;74,95%;R$ 1.742,43;AAA S&P;1715 dias;Vencimento;CDI + 2,95%;LCI/LCA CDI + 2.51%
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;80,87%;R$ 1.808,71;Sem Rating;1825 dias;No Vencimento;127,0% CDI;LCI/LCA 107.95% CDI
CRI;RÔGGA;R$ 1.001,76;73,64%;R$ 1.739,46;Sem Rating;1512 dias;No Vencimento;CDI + 2,8%;CDB CDI + 3.29%
CRI;RÔGGA;R$ 1.003,88;73,27%;R$ 1.739,46;Sem Rating;1508 dias;No Vencimento;CDI + 2,8%;CDB CDI + 3.29%
Debênture;SIMPAR;R$ 1.044,91;127,51%;R$ 2.377,30;Sem Rating;2515 dias;No Vencimento;CDI + 2,8%;LCI/LCA CDI + 2.38%
Debênture;SIMPAR;R$ 1.047,15;127,06%;R$ 2.377,69;Sem Rating;2511 dias;No Vencimento;CDI + 2,8%;LCI/LCA CDI + 2.38%
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;59,73%;R$ 1.597,31;Sem Rating;1460 dias;No Vencimento;126,0% CDI;LCI/LCA 107.1% CDI
Debênture;SIMPAR S.A.;R$ 1.045,63;188,07%;R$ 3.012,17;Sem Rating;3216 dias;Vencimento;CDI + 2,75%;LCI/LCA CDI + 2.34%
Debênture;SIMPAR S.A.;R$ 1.045,63;188,07%;R$ 3.012,17;Sem Rating;3216 dias;Vencimento;CDI + 2,75%;LCI/LCA CDI + 2.34%
Debênture;SIMPAR S.A.;R$ 1.045,63;188,07%;R$ 3.012,17;Sem Rating;3216 dias;Vencimento;CDI + 2,75%;LCI/LCA CDI + 2.34%
CDB;WILLBANK;R$ 1.000,00;58,21%;R$ 1.582,08;Sem Rating;1438 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CRA;MADERO;R$ 874,91;49,37%;R$ 1.306,86;Sem Rating;1109 dias;Vencimento;CDI + 2,7%;CDB CDI + 3.18%
CRA;MADERO;R$ 874,91;49,37%;R$ 1.306,86;Sem Rating;1109 dias;Vencimento;CDI + 2,7%;CDB CDI + 3.18%
CRA;MADERO;R$ 874,91;49,37%;R$ 1.306,86;Sem Rating;1109 dias;Vencimento;CDI + 2,7%;CDB CDI + 3.18%
Debênture;ENVIRONMENTAL ESG;R$ 1.041,84;97,51%;R$ 2.057,78;Sem Rating;2114 dias;No Vencimento;CDI + 2,7%;LCI/LCA CDI + 2.29%
Debênture;ENVIRONMENTAL ESG;R$ 1.044,04;97,13%;R$ 2.058,12;Sem Rating;2110 dias;No Vencimento;CDI + 2,7%;LCI/LCA CDI + 2.29%
CDB;WILLBANK;R$ 1.000,00;40,66%;R$ 1.406,60;Sem Rating;1080 dias;Vencimento;120,0% CDI;LCI/LCA 102.0% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;79,39%;R$ 1.793,90;Sem Rating;1827 dias;Vencimento;120,0% CDI;LCI/LCA 102.0% CDI
CDB;WILLBANK;R$ 1.000,00;77,85%;R$ 1.778,49;Sem Rating;1800 dias;Vencimento;125,0% CDI;LCI/LCA 106.25% CDI
RDB;WILLBANK;R$ 1.000,00;77,85%;R$ 1.778,49;Sem Rating;1800 dias;Vencimento;125,0% CDI;LCI/LCA 106.25% CDI
CDB;WILLBANK;R$ 1.000,00;25,73%;R$ 1.257,26;Sem Rating;730 dias;Vencimento;119,5% CDI;LCI/LCA 101.58% CDI
CRA;ASA;R$ 1.001,51;70,28%;R$ 1.705,40;Sem Rating;1479 dias;No Vencimento;CDI + 2,6%;CDB CDI + 3.06%
CRA;ASA;R$ 1.003,60;69,93%;R$ 1.705,40;Sem Rating;1475 dias;No Vencimento;CDI + 2,6%;CDB CDI + 3.06%
CDB;BANCO MASTER;R$ 1.000,00;25,20%;R$ 1.252,02;BBB- FITCH;721 dias;Vencimento;119,0% CDI;LCI/LCA 101.15% CDI
CDB;WILLBANK;R$ 1.000,00;40,16%;R$ 1.401,65;Sem Rating;1080 dias;Vencimento;124,0% CDI;LCI/LCA 105.4% CDI
RDB;WILLBANK;R$ 1.000,00;40,16%;R$ 1.401,65;Sem Rating;1080 dias;Vencimento;124,0% CDI;LCI/LCA 105.4% CDI
CDB;WILLBANK;R$ 1.000,00;40,82%;R$ 1.408,18;Sem Rating;1095 dias;No Vencimento;124,0% CDI;LCI/LCA 105.4% CDI
CDB;WILLBANK;R$ 1.000,00;57,55%;R$ 1.575,46;Sem Rating;1440 dias;Vencimento;124,0% CDI;LCI/LCA 105.4% CDI
RDB;WILLBANK;R$ 1.000,00;57,55%;R$ 1.575,46;Sem Rating;1440 dias;Vencimento;124,0% CDI;LCI/LCA 105.4% CDI
CDB;WILLBANK;R$ 1.000,00;40,68%;R$ 1.406,84;Sem Rating;1096 dias;Vencimento;123,5% CDI;LCI/LCA 104.97% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;58,23%;R$ 1.582,30;Sem Rating;1463 dias;Vencimento;118,5% CDI;LCI/LCA 100.72% CDI
CDB;MIDWAY;R$ 1.320,39;41,64%;R$ 1.870,14;Sem Rating;1117 dias;No Vencimento;123,43% CDI;LCI/LCA 104.92% CDI
CDB;BANCO MASTER;R$ 1.325,87;41,18%;R$ 1.871,83;BBB- FITCH;1109 dias;No Vencimento;123,27% CDI;LCI/LCA 104.78% CDI
CDB;PAGBANK;R$ 1.123,23;0,93%;R$ 1.133,63;Sem Rating;34 dias;No Vencimento;13,90%PRÉ;LCI/LCA 10.77% PRÉ
CDB;NEON FINANCEIRA;R$ 1.000,00;40,36%;R$ 1.403,60;Sem Rating;1092 dias;Vencimento;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO MASTER;R$ 1.000,00;76,01%;R$ 1.760,07;BBB- FITCH;1800 dias;Vencimento;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO MASTER;R$ 1.000,00;97,89%;R$ 1.978,92;BBB- FITCH;2162 dias;Vencimento;118,0% CDI;LCI/LCA 100.3% CDI
CDB;BANCO MASTER;R$ 1.000,00;24,96%;R$ 1.249,59;BBB- FITCH;721 dias;Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;WILLBANK;R$ 1.000,00;24,96%;R$ 1.249,59;Sem Rating;721 dias;Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
RDB;WILLBANK;R$ 1.000,00;24,96%;R$ 1.249,59;Sem Rating;721 dias;Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;WILLBANK;R$ 1.000,00;25,36%;R$ 1.253,57;Sem Rating;730 dias;No Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;25,30%;R$ 1.253,00;Sem Rating;730 dias;No Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;BANCO MASTER;R$ 1.000,00;25,30%;R$ 1.253,00;BBB- FITCH;731 dias;Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;WILLBANK;R$ 1.000,00;32,16%;R$ 1.321,63;Sem Rating;900 dias;No Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;WILLBANK;R$ 1.000,00;40,55%;R$ 1.405,50;Sem Rating;1095 dias;No Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;BANCO VOITER;R$ 1.106,99;28,59%;R$ 1.423,50;Sem Rating;814 dias;Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;MIDWAY;R$ 1.121,97;40,42%;R$ 1.575,44;Sem Rating;1095 dias;No Vencimento;122,99% CDI;LCI/LCA 104.54% CDI
LFSN;BANCO DE BRASILIA;R$ 395.875,60;90,58%;R$ 754.440,29;Sem Rating;2040 dias;No Vencimento;123,0% CDI;LCI/LCA 104.55% CDI
CDB;PICPAY;R$ 1,00;2,43%;R$ 1,02;Sem Rating;90 dias;Vencimento;105,0% CDI;LCI/LCA 81.38% CDI
CDB;PICPAY;R$ 1,00;5,14%;R$ 1,05;Sem Rating;181 dias;Vencimento;105,0% CDI;LCI/LCA 84.0% CDI
CDB;WILLBANK;R$ 1.000,00;25,18%;R$ 1.251,83;Sem Rating;730 dias;Vencimento;122,5% CDI;LCI/LCA 104.12% CDI
CDB;BANCO MASTER;R$ 1.229,38;34,32%;R$ 1.651,28;BBB- FITCH;956 dias;No Vencimento;122,5% CDI;LCI/LCA 104.12% CDI
CDB;BANCO MASTER;R$ 1.235,52;33,71%;R$ 1.651,96;BBB- FITCH;941 dias;No Vencimento;122,5% CDI;LCI/LCA 104.12% CDI
CDB;MIDWAY;R$ 1.319,98;38,12%;R$ 1.823,21;Sem Rating;1047 dias;No Vencimento;122,35% CDI;LCI/LCA 104.0% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;99,24%;R$ 1.992,39;Sem Rating;2190 dias;No Vencimento;13,80%PRÉ;LCI/LCA 11.73% PRÉ
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;99,14%;R$ 1.991,44;Sem Rating;2190 dias;No Vencimento;13,80%PRÉ;LCI/LCA 11.73% PRÉ
CDB;MIDWAY;R$ 1.159,63;37,71%;R$ 1.596,87;Sem Rating;1039 dias;No Vencimento;122,24% CDI;LCI/LCA 103.9% CDI
CDB;BANCO OMNI;R$ 1.007,93;37,13%;R$ 1.382,18;A S&P;1025 dias;No Vencimento;122,04% CDI;LCI/LCA 103.73% CDI
CDB;BANCO AFINZ;R$ 1.000,00;24,79%;R$ 1.247,85;Sem Rating;722 dias;Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.000,00;25,12%;R$ 1.251,23;Sem Rating;730 dias;No Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
CDB;WILLBANK;R$ 1.000,00;25,07%;R$ 1.250,66;Sem Rating;730 dias;No Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;25,17%;R$ 1.251,72;Sem Rating;731 dias;Vencimento;117,0% CDI;LCI/LCA 99.45% CDI
CDB;BANCO MASTER;R$ 1.000,00;39,44%;R$ 1.394,38;BBB- FITCH;1080 dias;Vencimento;117,0% CDI;LCI/LCA 99.45% CDI
CDB;BANCO MASTER;R$ 1.000,00;56,13%;R$ 1.561,28;BBB- FITCH;1441 dias;Vencimento;117,0% CDI;LCI/LCA 99.45% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;75,33%;R$ 1.753,28;Sem Rating;1800 dias;Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.190,62;36,78%;R$ 1.628,55;Sem Rating;1018 dias;No Vencimento;121,94% CDI;LCI/LCA 103.65% CDI
LF;CARUANA FINANCEIRA;R$ 50.000,00;75,33%;R$ 87.663,89;BBB S&P;1800 dias;Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
LFSN;BANCO DE BRASILIA;R$ 529.535,50;66,01%;R$ 879.081,54;Sem Rating;1627 dias;No Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
LFSN;BANCO BMG;R$ 795.959,90;25,80%;R$ 1.001.326,89;Sem Rating;746 dias;No Vencimento;122,0% CDI;LCI/LCA 103.7% CDI
CDB;MIDWAY;R$ 1.175,85;36,44%;R$ 1.604,28;Sem Rating;1011 dias;No Vencimento;121,84% CDI;LCI/LCA 103.56% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.192,95;36,71%;R$ 1.630,82;Sem Rating;1015 dias;No Vencimento;121,9% CDI;LCI/LCA 103.62% CDI
CDB;MIDWAY;R$ 1.336,91;36,43%;R$ 1.823,93;Sem Rating;1010 dias;No Vencimento;121,82% CDI;LCI/LCA 103.55% CDI
CRA;VIDEPLAST;R$ 1.013,43;82,95%;R$ 1.854,03;Sem Rating;1721 dias;No Vencimento;CDI + 2,3%;CDB CDI + 2.71%
CDB;BANCO VOITER;R$ 1.000,00;39,93%;R$ 1.399,34;Sem Rating;1095 dias;Vencimento;116,5% CDI;LCI/LCA 99.02% CDI
CDB;MIDWAY;R$ 1.188,54;35,32%;R$ 1.608,33;Sem Rating;987 dias;No Vencimento;121,47% CDI;LCI/LCA 103.25% CDI
CDB;WILLBANK;R$ 1.239,49;33,02%;R$ 1.648,79;Sem Rating;931 dias;No Vencimento;121,5% CDI;LCI/LCA 103.27% CDI
CDB;WILLBANK;R$ 1.240,25;32,84%;R$ 1.647,57;Sem Rating;928 dias;No Vencimento;121,5% CDI;LCI/LCA 103.27% CDI
LF;CARUANA FINANCEIRA;R$ 50.000,00;39,19%;R$ 69.596,24;BBB S&P;1080 dias;Vencimento;121,5% CDI;LCI/LCA 103.27% CDI
LF;CARUANA FINANCEIRA;R$ 50.000,00;56,07%;R$ 78.034,26;BBB S&P;1440 dias;Vencimento;121,5% CDI;LCI/LCA 103.27% CDI
CDB;MIDWAY;R$ 1.198,87;34,43%;R$ 1.611,65;Sem Rating;969 dias;No Vencimento;121,19% CDI;LCI/LCA 103.01% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.285,53;29,22%;R$ 1.661,20;Sem Rating;843 dias;No Vencimento;121,25% CDI;LCI/LCA 103.06% CDI
CRA;AGROINSUMOS;R$ 1.066,38;120,92%;R$ 2.355,90;Sem Rating;2270 dias;No Vencimento;IPCA +8,75%;CDB IPCA + 10.29%
CDB;BANCO SOFISA;R$ 1,02;33,82%;R$ 1,36;A+ FITCH;956 dias;No Vencimento;120,98% CDI;LCI/LCA 102.83% CDI
CDB;BANCO BMG;R$ 100,00;56,71%;R$ 156,71;B+ FITCH;1461 dias;No Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO BMG;R$ 100,00;75,80%;R$ 175,80;B+ FITCH;1826 dias;No Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 500,00;24,50%;R$ 622,50;BBB- FITCH;721 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 500,00;55,92%;R$ 779,59;BBB- FITCH;1442 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 500,00;74,50%;R$ 872,48;BBB- FITCH;1800 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 500,00;95,62%;R$ 978,08;BBB- FITCH;2160 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;24,56%;R$ 1.245,55;BBB FITCH;722 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;55,70%;R$ 1.557,03;BBB- FITCH;1439 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;NEON FINANCEIRA;R$ 1.000,00;55,77%;R$ 1.557,75;Sem Rating;1440 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;55,99%;R$ 1.559,89;BBB FITCH;1443 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;56,56%;R$ 1.565,63;BBB- FITCH;1455 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;74,33%;R$ 1.743,34;BBB- FITCH;1798 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;74,50%;R$ 1.744,96;BBB S&P;1801 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;74,50%;R$ 1.744,96;BBB FITCH;1801 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;75,72%;R$ 1.757,15;BBB S&P;1825 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;75,72%;R$ 1.757,15;BBB S&P;1825 dias;No Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;75,88%;R$ 1.758,78;BBB- FITCH;1827 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;95,34%;R$ 1.953,41;BBB- FITCH;2155 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;95,89%;R$ 1.958,91;BBB FITCH;2163 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO MASTER;R$ 1.000,00;97,64%;R$ 1.976,44;BBB- FITCH;2190 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;BANCO DIGIMAIS;R$ 5.000,00;74,50%;R$ 8.724,81;BBB- FITCH;1800 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;CARUANA FINANCEIRA;R$ 5.000,00;74,50%;R$ 8.724,81;BBB S&P;1800 dias;Vencimento;121,0% CDI;LCI/LCA 102.85% CDI
CDB;MIDWAY;R$ 1.212,77;33,13%;R$ 1.614,62;Sem Rating;941 dias;No Vencimento;120,73% CDI;LCI/LCA 102.62% CDI
CDB;WILLBANK;R$ 1.375,02;33,20%;R$ 1.831,50;Sem Rating;942 dias;No Vencimento;120,74% CDI;LCI/LCA 102.63% CDI
CDB;BANCO VOITER;R$ 1.054,03;32,72%;R$ 1.398,93;Sem Rating;931 dias;No Vencimento;120,56% CDI;LCI/LCA 102.48% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;38,81%;R$ 1.388,06;BBB S&P;1081 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;BANCO ORIGINAL;R$ 1.000,00;38,81%;R$ 1.388,06;BB+ FITCH;1081 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;39,43%;R$ 1.394,33;BBB S&P;1095 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;39,43%;R$ 1.394,33;BBB S&P;1095 dias;No Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;55,69%;R$ 1.556,95;BBB S&P;1443 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;56,41%;R$ 1.564,08;BBB S&P;1460 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 1.000,00;56,41%;R$ 1.564,08;BBB S&P;1461 dias;No Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;BANCO VOITER;R$ 1.089,45;30,17%;R$ 1.418,17;Sem Rating;871 dias;No Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;BANCO VOITER;R$ 1.090,12;30,11%;R$ 1.418,40;Sem Rating;868 dias;No Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;WILLBANK;R$ 1.098,15;29,30%;R$ 1.419,94;Sem Rating;850 dias;No Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 5.000,00;38,81%;R$ 6.940,28;BBB S&P;1080 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;CARUANA FINANCEIRA;R$ 5.000,00;55,48%;R$ 7.774,09;BBB S&P;1440 dias;Vencimento;120,5% CDI;LCI/LCA 102.42% CDI
CDB;PICPAY;R$ 1,00;2,38%;R$ 1,02;Sem Rating;90 dias;Vencimento;103,0% CDI;LCI/LCA 79.83% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.240,79;32,11%;R$ 1.639,20;Sem Rating;917 dias;No Vencimento;120,31% CDI;LCI/LCA 102.26% CDI
CDB;BANCO MASTER DE INVESTIME;R$ 1.024,50;92,21%;R$ 1.969,23;Sem Rating;2118 dias;No Vencimento;13,55%PRÉ;LCI/LCA 11.52% PRÉ
CDB;BANCO MASTER;R$ 1.000,00;96,64%;R$ 1.966,40;BBB- FITCH;2190 dias;No Vencimento;CDI + 2,15%;LCI/LCA 1.83% CDI
CDB;BANCO DIGIMAIS;R$ 1.242,78;31,52%;R$ 1.634,48;BBB- FITCH;906 dias;No Vencimento;120,11% CDI;LCI/LCA 102.09% CDI
CDB;PERNAMBUCANAS FINANCIADORA;R$ 1.246,14;31,52%;R$ 1.638,90;Sem Rating;906 dias;No Vencimento;120,11% CDI;LCI/LCA 102.09% CDI
CDB;BANCO BMG;R$ 100,00;39,24%;R$ 139,24;B+ FITCH;1095 dias;No Vencimento;120,0% CDI;LCI/LCA 102.0% CDI
